book_id,chap_num,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
1,1.0,7.173601321619716e-05,7.173601317297998e-05,7.17360126558258e-05,7.173601244875033e-05,7.173601250899577e-05,7.173601255083291e-05,7.173601147782611e-05,0.4008571373321682,7.173601258523917e-05,7.173601276600164e-05,7.173601308267769e-05,7.173601147782611e-05,0.5213853856458038,7.173601304264314e-05,7.173601313570309e-05,7.173601285030488e-05,7.173601307238838e-05,7.173601262784185e-05,7.173601324452657e-05,0.07653796480611137
1,2.0,8.944544000993593e-05,8.944543996705844e-05,8.94454394579997e-05,8.944543899600033e-05,8.94454394219446e-05,8.944543983461706e-05,8.944543828270814e-05,0.9983005366357427,8.94454394671195e-05,8.944543954402831e-05,8.94454399387837e-05,8.944543828270814e-05,8.94454400845916e-05,8.944543962403684e-05,8.944543997185641e-05,8.944543859849647e-05,8.944543963398309e-05,8.944543987061574e-05,8.944544038455876e-05,8.944545288640724e-05
1,3.0,7.812500162885517e-05,7.812500163924086e-05,7.812500121257908e-05,7.812500056869651e-05,7.812500485284308e-05,7.812500115571921e-05,7.812500000006068e-05,0.9985156249729281,7.812500128902661e-05,7.812500147202692e-05,7.812500170940897e-05,7.812500000006068e-05,7.812500134664396e-05,7.812500150255259e-05,7.812500153644899e-05,7.812500063694814e-05,7.812500132612926e-05,7.812500223317772e-05,7.812500141608908e-05,7.812500154513522e-05
1,4.0,0.9984193011441408,8.319467687889755e-05,8.319467671999699e-05,8.31946763660236e-05,8.319467650129603e-05,8.31946768196558e-05,8.319467554078847e-05,8.319467721213449e-05,8.319467659309782e-05,8.319467655668648e-05,8.31946769843249e-05,8.319467554078847e-05,8.319467707170154e-05,8.319467683259086e-05,8.319467685110125e-05,8.319467626203395e-05,8.319467680240565e-05,8.31946766571667e-05,8.319467659481258e-05,8.31946770738378e-05
1,5.0,0.11711393972071517,4.424778871656349e-05,4.424778822965616e-05,4.424778798775611e-05,4.424778844742567e-05,4.424778845871241e-05,4.424778761066214e-05,0.4565061869102909,4.424778841661874e-05,4.424778876142175e-05,4.4247788495323496e-05,4.424778761066214e-05,4.424778847397326e-05,4.424778854357644e-05,4.424778859612777e-05,4.4247788971776635e-05,4.424778862282685e-05,0.016307016845259564,4.424778863208331e-05,0.40936489190915926
1,6.0,5.1867220871061786e-05,0.3334934526057456,5.186722105020198e-05,5.1867220299570175e-05,5.18672207052067e-05,5.1867220779409894e-05,5.186721991704213e-05,0.2882084860946116,5.1867220829988684e-05,5.18672210121684e-05,5.186722098251138e-05,5.186721991704213e-05,5.186722090134692e-05,5.1867220864604156e-05,5.186722101231973e-05,5.1867220578340834e-05,5.186722094888395e-05,5.186722117137456e-05,0.37741631854673113,5.186722107058733e-05
1,7.0,7.462686735418348e-05,7.462686758928726e-05,7.462686675473679e-05,7.46268664198602e-05,7.462686669514897e-05,7.462686700857205e-05,7.462686567170875e-05,7.462686750514092e-05,7.462686681195042e-05,7.462686705124322e-05,7.462686717462359e-05,7.462686567170875e-05,7.462686716213547e-05,0.05136943518083745,0.9472872812146785,7.462686656028013e-05,7.462686742692002e-05,7.462686694320307e-05,7.462686730938559e-05,7.462686737379035e-05
1,8.0,0.00010080645423706908,0.0001008064543446858,0.00010080645346051521,0.00010080645215684182,0.00010080645495613238,0.00010080645309200589,0.00010080645161300285,0.00010080645426793811,0.0001008064534757287,0.00010080645375006408,0.2255187024065693,0.00010080645161300285,0.00010080645385941706,0.00010080645337924423,0.7547232596338781,0.009765078090702128,0.00010080645373339837,0.00838005661260923,0.00010080645419377051,0.00010080645410845769
1,9.0,7.062147002365841e-05,0.9251232790783317,7.062146984266407e-05,7.062146957161496e-05,7.062147030618126e-05,7.062147027430616e-05,7.062146892659112e-05,7.062147031306097e-05,7.062147005424692e-05,0.0736055344616696,7.06214703845573e-05,7.062146892659112e-05,7.062147017576543e-05,7.062147014595027e-05,7.062147052607953e-05,7.062147011470762e-05,7.062147019953709e-05,7.062146998936657e-05,7.06214699658935e-05,7.062147025778485e-05
1,10.0,7.518797108198162e-05,0.2645620891218393,7.518797092833457e-05,7.518797054134865e-05,7.518797159596708e-05,7.518797145599709e-05,7.518796992486763e-05,7.518797151272775e-05,7.518797117540709e-05,0.29108092309553424,0.43026590703232487,7.518796992486763e-05,7.518797132664376e-05,7.518797136012452e-05,0.012888073213187695,7.5187970891565e-05,7.51879715852885e-05,7.518797107794224e-05,7.518797125244781e-05,7.518797147851648e-05
1,11.0,0.0001063829804137172,0.00010638298052892559,0.00010638297979060585,0.00010638297964466193,0.00010638298035283748,0.000106382980384998,0.00010638297872344053,0.0001063829805675707,0.00010638298068835324,0.9979787233771826,0.00010638298039611412,0.00010638297872344053,0.00010638298042522465,0.000106382980297178,0.00010638298063163277,0.00010638297967176748,0.00010638298037533304,0.00010638298040887633,0.0001063829802164766,0.00010638298057605411
1,12.0,6.596306188997739e-05,0.14510573122614973,6.59630621621881e-05,6.596306146504073e-05,0.03360551965617522,6.596306179959667e-05,6.5963060686093e-05,0.5053778288017324,6.596306335860549e-05,6.596306223914085e-05,0.005201826824348515,6.5963060686093e-05,6.596306202675768e-05,6.59630618800108e-05,0.30971964756275644,6.596306168572363e-05,6.596306202909688e-05,6.59630624727208e-05,6.596306210438098e-05,6.596306235199296e-05
1,13.0,0.00012254902183818966,0.13184013123057242,0.00012254902164533107,0.0001225490207656802,0.00012254902253112706,0.00012254902201098246,0.00012254901960793462,0.00012254902282794367,0.00012254902201055577,0.5039243894712554,0.0001225490223205226,0.00012254901960793462,0.00012254902233851245,0.00012254902169466956,0.00012254902280357788,0.0001225490217703627,0.3621521459279501,0.00012254902173161795,0.00012254902226062396,0.00012254902245643247
1,14.0,0.10632713573431417,0.0656775432241192,0.00010266940688263863,0.00010266940528842855,0.00010266940621960598,0.00010266940683632255,0.00010266940451754137,0.00010266940699360359,0.0001026694065100825,0.2652244339996806,0.00010266940656098096,0.00010266940451754137,0.0001026694065798946,0.00010266940608919297,0.46992116165913345,0.00010266940637513737,0.08407463338179208,0.00010266940620029274,0.00010266940630735838,0.007337720315081801
1,15.0,6.887052477184258e-05,6.887052475040347e-05,6.887052441807194e-05,6.887052416369573e-05,6.887052450025007e-05,6.887052468640501e-05,6.887052341600553e-05,6.887052484043424e-05,6.88705248261737e-05,0.9253467133715644,6.887052476513531e-05,6.887052341600553e-05,6.887052492616144e-05,6.887052443239552e-05,6.887052494351866e-05,0.07341361718683156,6.887052476281485e-05,6.887052452591377e-05,6.887052442747997e-05,6.887052503128322e-05
1,16.0,5.917159906719743e-05,0.5156705848455866,5.9171598611746536e-05,5.9171598400905135e-05,5.917159877511626e-05,5.91715989334878e-05,5.917159763319174e-05,0.11844392998512933,5.917159880424235e-05,5.917159920317379e-05,5.9171598891708916e-05,5.917159763319174e-05,5.9171598977230994e-05,5.9171598735096367e-05,0.36487956799142673,5.91715988707764e-05,5.917159893249754e-05,5.917159874090937e-05,5.9171598542602966e-05,5.917159910425147e-05
1,17.0,0.019487997671894904,6.993007174865558e-05,6.993007134332197e-05,6.993007055712872e-05,6.993007148531337e-05,6.99300712764528e-05,6.993006993013132e-05,0.7086672376626633,6.993007184923292e-05,0.05587110819855491,6.993007152296847e-05,6.993006993013132e-05,6.993007156597572e-05,6.993007139789579e-05,6.993007171643288e-05,6.993007161234422e-05,6.99300715866136e-05,6.993007148092936e-05,6.993007161469134e-05,0.21485477532626884
2,1.0,0.00010593220514043901,0.0001059322056802333,0.00010593220501015921,0.00010593220430775747,0.00010593220548772249,0.00010593220581540906,0.00010593220338991632,0.9767453475886252,0.00010593220486272898,0.02134787271853888,0.00010593220553080607,0.00010593220338991632,0.00010593220547218239,0.00010593220552546457,0.000105932205915986,0.00010593220622584817,0.00010593220531420451,0.00010593220470867247,0.00010593220506163064,0.00010593220599672933
2,2.0,0.00010752688349678581,0.00010752688378545694,0.00010752688399170555,0.00010752688268294037,0.00010752688311393826,0.0001075268835101741,0.00010752688172047459,0.00010752689288877378,0.00010752688296631271,0.000107526883404613,0.00010752688375603542,0.00010752688172047459,0.00010752688368944263,0.997956989208861,0.00010752688406974082,0.00010752688234302208,0.00010752688357345689,0.00010752688303728346,0.00010752688329414447,0.00010752688409414797
2,3.0,7.267441986339201e-05,7.267442028723874e-05,7.267441974736819e-05,7.267441989527201e-05,7.267442045958069e-05,7.267441959075952e-05,7.26744186047184e-05,0.5920655242827081,7.267441954531067e-05,7.26744205196594e-05,7.26744200525338e-05,7.26744186047184e-05,7.267441983402536e-05,7.267442043682293e-05,7.267442015677156e-05,7.267441934283939e-05,7.267441989375344e-05,7.267441952994442e-05,7.26744201387493e-05,0.40662633616078836
